Rank,Agent,Agent Class,KD,Kills,Deaths,Assists,Win %,Pick %,Avg. Score,First Blood %,Matches
1,Killjoy,Sentinel,1.01,14.1,13.9,4.4,51.6,9.4,203,0.2,21745
2,Phoenix,Duelist,1.07,16.1,15.1,4.9,51.5,3.7,234,0.1,8559
3,Brimstone,Controller,0.97,14.2,14.6,7.9,51.5,5.4,208,0.1,12495
4,Raze,Duelist,1.03,15.7,15.4,5.3,51.5,6.4,235,0.1,14634
5,Astra,Controller,1.01,14.4,14.3,6.3,50.3,1.2,206,0.1,2678
6,Reyna,Duelist,1.11,16.9,15.2,4.8,50.1,11.6,243,0.1,26712
7,Sage,Sentinel,0.9,13.1,14.6,7.1,50.0,11.4,188,0.1,26226
8,Sova,Initiator,0.97,14.1,14.5,5.7,50.0,5.3,204,0.1,12168
9,Jett,Duelist,1.07,16.5,15.5,4,49.9,7.0,235,0.1,16076
10,Fade,Initiator,0.92,13.6,14.8,6.3,49.5,4.0,195,0.1,9212
11,Gekko,Initiator,0.93,13.9,14.9,4.9,49.5,4.5,196,0.1,10415
12,Viper,Controller,0.96,14,14.5,5.5,49.2,3.1,201,0.1,7025
13,Omen,Controller,0.97,14.6,14.9,6.5,49.2,7.6,206,0.1,17507
14,Skye,Initiator,0.9,13.5,15,7.9,49.2,3.4,195,0.1,7917
15,Cypher,Sentinel,0.98,14.1,14.4,5.2,48.5,2.8,198,0.1,6545
16,Chamber,Sentinel,1.05,15.6,14.8,3.4,48.5,2.1,217,0.1,4722
17,Yoru,Duelist,0.98,15,15.3,4.4,47.7,2.4,214,0.1,5507
18,Breach,Initiator,0.91,13.8,15.2,6.1,47.4,1.8,200,0.1,4111
19,Neon,Duelist,0.96,15.3,15.9,4.3,46.7,2.6,221,0.1,6017
20,KAY/O,Initiator,0.88,13.2,15.1,8,45.6,3.3,196,0.1,7525
21,Harbor,Controller,0.87,13.3,15.2,5.7,45.5,1.0,190,0.1,2378
