Rank,Agent,Agent Class,KD,Kills,Deaths,Assists,Win %,Pick %,Avg. Score,First Blood %,Matches
1,Astra,Controller,0.95,13.5,14.2,5.8,52.1,0.9,191,0.2,1432
2,Raze,Duelist,0.97,14.8,15.2,5.3,51.2,7.0,223,0.1,11763
3,Killjoy,Sentinel,0.95,13.2,13.8,4.4,50.8,8.3,195,0.2,13984
4,Brimstone,Controller,0.91,13.3,14.6,7.3,50.6,4.7,197,0.1,7805
5,Sage,Sentinel,0.85,12.2,14.4,6.9,50.3,12.9,177,0.1,21673
6,Sova,Initiator,0.92,13.3,14.4,5.5,49.8,5.1,195,0.1,8560
7,Reyna,Duelist,1.04,15.8,15.2,4.7,49.5,10.7,228,0.1,17904
8,Fade,Initiator,0.86,12.6,14.7,6.3,49.4,4.6,185,0.1,7698
9,Viper,Controller,0.89,12.9,14.5,5.3,48.7,3.5,189,0.1,5946
10,Phoenix,Duelist,0.98,14.8,15,4.7,48.2,4.1,217,0.1,6886
11,Skye,Initiator,0.84,12.4,14.7,7.7,48.2,3.6,183,0.1,6072
12,Gekko,Initiator,0.89,13,14.7,4.8,48.1,3.8,187,0.1,6294
13,Cypher,Sentinel,0.92,13.1,14.2,5.2,47.8,2.8,187,0.1,4765
14,Jett,Duelist,0.98,15.1,15.4,4,47.7,6.0,218,0.1,10107
15,Omen,Controller,0.93,13.8,14.9,5.9,47.6,7.0,198,0.1,11753
16,Yoru,Duelist,0.93,14.1,15.2,4.3,47.2,3.3,203,0.1,5550
17,Neon,Duelist,0.91,14.2,15.5,4.2,47.2,3.3,207,0.1,5493
18,Breach,Initiator,0.89,13.4,15.1,5.8,47.1,1.6,197,0.1,2746
19,Harbor,Controller,0.85,12.6,14.9,5.6,46.6,1.1,184,0.1,1878
20,Chamber,Sentinel,0.98,14.2,14.5,3.4,46.2,2.1,205,0.1,3586
21,KAY/O,Initiator,0.82,12.4,15.1,7.8,46.0,3.4,186,0.1,5638
