Rank,Agent,Agent Class,KD,Kills,Deaths,Assists,Win Pct.,Pick Pct.,Avg. Score,First Blood %,Matches
1,Brimstone,Controller,0.98,14.3,14.7,7.9,51.0,8.4,205,0.1,22694
2,Sage,Sentinel,0.9,13.2,14.7,7,50.6,9.6,186,0.1,25719
3,Reyna,Duelist,1.17,17.9,15.3,4.6,50.4,11.4,251,0.1,30617
4,Killjoy,Sentinel,0.99,14.1,14.3,4.2,50.3,7.5,200,0.2,20286
5,Gekko,Initiator,0.94,13.9,14.7,4.9,49.9,5.3,194,0.1,14205
6,Jett,Duelist,1.1,17.2,15.6,3.9,49.5,7.9,241,0.1,21334
7,Fade,Initiator,0.93,13.9,14.9,6.2,49.4,3.7,197,0.1,10086
8,Raze,Duelist,1.05,16.3,15.5,4.9,49.3,6.0,238,0.1,16048
9,Cypher,Sentinel,0.99,14.4,14.5,5,49.3,3.7,199,0.1,10011
10,Astra,Controller,1.02,14.7,14.5,6,49.1,1.1,205,0.1,2974
11,Phoenix,Duelist,1.1,16.6,15.2,4.6,49.0,3.0,236,0.1,8198
12,Sova,Initiator,0.96,14,14.7,5.4,49.0,2.2,203,0.1,5868
13,Viper,Controller,0.96,14.2,14.7,5.6,49.0,4.2,200,0.2,11252
14,Skye,Initiator,0.92,13.8,15,7.3,49.0,3.4,195,0.1,9099
15,Neon,Duelist,1,16.2,16.1,4.4,48.4,3.2,230,0.1,8718
16,Breach,Initiator,0.93,14.3,15.3,6.3,48.3,6.6,201,0.1,17739
17,Chamber,Sentinel,1.07,15.9,14.8,3.3,48.0,2.6,219,0.1,6967
18,Yoru,Duelist,1.01,15.4,15.3,4.4,47.5,1.5,218,0.1,4163
19,Omen,Controller,0.96,14.5,15.1,6.2,47.2,4.4,204,0.1,11734
20,KAY/O,Initiator,0.9,13.8,15.4,8.6,46.5,3.1,200,0.1,8258
21,Harbor,Controller,0.88,13.4,15.3,5.7,42.5,1.1,189,0.1,3057
