Rank,Agent,Agent Class,KD,Kills,Deaths,Assists,Win %,Pick %,Avg. Score,First Blood %,Matches
1,Killjoy,Sentinel,0.93,12.8,13.8,4.3,51.9,6.6,190,0.2,10949
2,Gekko,Initiator,0.89,12.9,14.6,4.9,51.8,3.8,186,0.1,6261
3,Brimstone,Controller,0.92,13.3,14.4,6.8,50.6,5.5,196,0.1,9136
4,Sage,Sentinel,0.84,12,14.4,6.7,50.4,13.0,176,0.1,21466
5,Skye,Initiator,0.85,12.4,14.6,7.3,49.9,4.0,183,0.1,6558
6,Reyna,Duelist,1.09,16.1,14.8,4.8,49.9,11.2,235,0.1,18483
7,Phoenix,Duelist,1.01,14.9,14.7,4.6,49.8,3.9,219,0.1,6452
8,Viper,Controller,0.9,12.8,14.3,5.2,49.5,4.2,188,0.1,6986
9,Jett,Duelist,1,15.1,15.1,4.1,49.3,5.6,220,0.1,9297
10,Harbor,Controller,0.85,12.5,14.6,5.4,49.0,1.3,183,0.1,2230
11,Neon,Duelist,0.96,14.7,15.4,4.3,49.0,4.0,216,0.1,6685
12,Breach,Initiator,0.87,13.1,15,5.8,48.8,3.4,191,0.1,5694
13,Raze,Duelist,0.96,14.5,15.1,5,48.7,6.7,220,0.1,11051
14,Sova,Initiator,0.87,12.8,14.7,5.3,48.6,3.5,188,0.1,5740
15,KAY/O,Initiator,0.84,12.6,15,8,48.4,3.4,189,0.1,5698
16,Cypher,Sentinel,0.92,13,14.2,5,47.6,3.1,187,0.1,5212
17,Yoru,Duelist,0.93,13.8,14.9,4.3,47.6,3.6,201,0.1,5922
18,Omen,Controller,0.91,13.6,14.9,5.4,47.3,5.6,196,0.1,9277
19,Astra,Controller,0.94,13.6,14.4,5.3,47.3,0.7,194,0.2,1189
20,Fade,Initiator,0.84,12.3,14.7,6.1,47.0,4.7,182,0.1,7771
21,Chamber,Sentinel,0.98,14.5,14.7,3.5,46.0,2.1,205,0.1,3560
